layer,rank,expert,macro_reap,reap_analects,reap_bible,reap_bofm,reap_dhamma,reap_gita,reap_quran,reap_tao,reap_upanishads
13,20,90,1.4424,1.6549,1.3793,2.0817,1.197,1.4231,1.3327,0.6827,1.7881
14,1,164,10.1754,22.629,8.0567,2.7204,6.0306,4.6415,8.8636,24.8566,3.6045
14,2,9,3.0229,1.5437,2.1779,3.2144,2.9816,4.6891,2.4346,2.1836,4.9586
14,3,0,nan,1.1991,0.8249,nan,0.3654,0.8485,nan,0.2047,1.0975
14,4,1,nan,0.0933,0.4821,nan,0.0467,0.0773,nan,0.0529,0.4311
14,5,2,nan,1.7409,1.1722,nan,0.5783,1.1505,nan,1.0288,0.7783
14,6,3,nan,0.4401,0.3834,nan,0.0,0.2167,nan,0.0428,0.8481
14,7,4,nan,1.0142,0.9456,nan,0.8472,0.9235,nan,0.7725,1.19
14,8,5,nan,0.9317,0.7299,nan,0.5995,0.8704,nan,0.4554,1.0402
14,9,178,2.6761,2.6154,2.8952,3.0914,2.6919,2.5025,2.5432,2.1252,2.9441
14,10,173,2.6441,2.3295,2.7999,2.7122,2.4544,2.8856,2.5996,2.7192,2.6527
14,11,138,2.5012,2.4684,2.1628,2.9934,2.4044,2.6221,2.3336,1.8255,3.1995
14,12,31,2.4202,5.3757,1.0732,1.4082,1.3626,1.8042,1.4666,5.2511,1.62
14,13,6,2.3162,2.4442,2.0058,2.6434,2.2109,2.5533,1.7919,2.4079,2.4718
14,14,208,2.2667,2.5448,1.8082,1.8927,2.6142,2.3836,2.4598,2.2965,2.1341
14,15,250,2.2318,1.077,5.9523,4.1187,0.9851,1.3181,2.2603,1.1288,1.014
14,16,86,2.2101,2.4865,1.5328,2.5699,2.3394,2.4018,1.6698,1.8313,2.8487
14,17,161,2.2015,1.4909,1.1416,1.1366,4.7149,1.4247,4.1703,1.0829,2.4503
14,18,140,2.16,2.4804,1.553,2.2065,2.4708,1.9367,2.43,1.9065,2.2962
14,19,33,2.0975,1.4316,1.9078,1.0923,3.6808,1.0696,2.4971,4.3761,0.7248
14,20,189,2.097,2.2517,2.4884,2.2329,1.7731,1.8388,2.2396,1.9375,2.0144
15,1,237,3.2844,3.5308,3.581,4.2069,2.7027,3.4457,3.1834,2.1918,3.4331
15,2,105,3.0002,3.4409,2.9807,3.9269,2.8927,3.0574,2.6952,1.0516,3.9562
15,3,59,2.8005,3.5457,2.8681,3.0813,2.9373,2.4859,2.3078,2.0799,3.0983
15,4,48,2.4321,2.926,2.0254,2.2145,3.1906,3.4161,2.4614,0.0557,3.1671
15,5,9,2.3997,2.9097,2.4804,2.5514,2.3461,2.1141,2.3391,2.1819,2.2751
15,6,50,2.2343,2.1839,1.6694,2.6725,2.3326,2.7232,1.7995,1.703,2.7903
15,7,56,2.2283,1.4273,1.3614,1.5449,3.822,3.8017,1.1943,1.5836,3.0908
15,8,60,2.149,1.4767,2.3768,1.7965,1.9964,2.2073,1.9286,3.108,2.3021
15,9,32,2.0506,2.059,1.8879,2.1344,2.0103,2.1659,1.5818,1.9638,2.6017
15,10,44,1.9506,2.2985,1.4962,2.9304,1.6177,1.9882,1.887,0.8998,2.4872
15,11,8,1.821,2.1379,1.4433,2.5874,1.2154,2.3106,1.7661,0.3572,2.7501
15,12,47,1.7544,2.2479,1.9257,2.849,0.3692,2.4756,1.6459,0.2429,2.2788
15,13,46,1.4891,1.9304,1.843,1.6752,0.9293,1.7442,1.4004,0.808,1.5819
15,14,45,1.4592,1.4099,1.3397,1.391,1.238,1.3043,1.6494,1.7281,1.613
15,15,58,1.3223,2.0381,1.054,1.9702,0.2176,1.7489,1.3486,0.3744,1.8263
15,16,7,1.1154,1.3147,1.246,1.912,0.4855,0.9769,1.0203,0.0733,1.8944
15,17,0,nan,1.8209,1.7049,nan,1.6107,1.8919,nan,0.4288,1.7442
15,18,1,nan,1.9918,1.863,nan,2.4539,2.605,nan,1.264,2.0809
15,19,2,nan,1.9188,1.3637,nan,0.666,1.5189,nan,0.5495,2.7683
15,20,3,nan,1.7941,1.0834,nan,0.0468,0.632,nan,0.0,2.1841
16,1,250,8.8297,10.219,7.9709,2.3323,10.6708,3.6078,8.0138,25.4348,2.388
16,2,165,6.9513,3.7999,6.6724,5.5721,12.0995,6.3364,5.756,12.4045,2.9699
16,3,204,4.2865,4.7428,6.846,3.5175,3.146,4.041,4.0181,4.6181,3.3627
16,4,124,3.8852,4.2011,3.9925,4.2241,3.9753,3.5398,3.6767,3.412,4.06
16,5,189,3.5755,3.6486,4.1596,3.5502,3.595,3.5775,3.2848,2.6461,4.1421
16,6,255,3.2693,3.2927,3.2489,3.1783,3.6556,2.2391,3.0689,3.9777,3.4932
16,7,139,2.9355,3.5635,3.2094,3.4664,2.7562,2.6039,3.0553,1.7757,3.0537
16,8,220,2.8728,3.1318,3.3226,3.0792,1.9647,3.3029,2.6409,2.7041,2.8359
16,9,128,2.8569,3.0473,2.5453,3.0059,2.4981,3.2733,2.7198,2.0851,3.68
16,10,192,2.8384,3.2266,2.9525,2.7935,3.2366,2.6146,2.5224,2.2289,3.1325
16,11,191,2.8167,1.7873,1.3092,2.2904,4.2057,2.4738,2.175,3.8721,4.4203
16,12,162,2.7971,2.997,2.9521,3.124,2.704,2.6257,2.8825,2.1421,2.9497
16,13,55,2.7545,3.5629,3.283,3.3861,2.5101,2.2613,1.9966,1.5472,3.4889
16,14,228,2.6966,2.5798,2.3637,3.2262,2.7155,3.141,2.1933,2.4136,2.9397
16,15,190,2.6595,3.0072,2.3569,3.2278,2.7335,2.7976,2.2679,1.474,3.411
16,16,169,2.631,2.7053,2.2584,3.0326,2.7756,2.8349,2.1298,2.5949,2.7164
16,17,159,2.5505,3.1645,2.516,2.9109,3.002,2.4613,1.9792,1.5754,2.7946
16,18,173,2.5042,2.5544,2.1454,3.0375,2.6423,2.9595,1.9084,2.0534,2.7329
16,19,244,2.4623,2.4492,2.6176,2.9878,2.6875,2.6363,2.3863,1.195,2.7387
16,20,174,2.4155,2.3906,1.9048,3.3062,2.3086,2.8004,1.9823,1.4425,3.1887
17,1,65,5.6264,4.8171,6.1319,5.7093,6.1712,6.2996,6.8563,4.9712,4.0548
17,2,83,4.7132,5.3078,4.0395,5.2404,4.3892,4.6418,4.0599,4.1908,5.8365
17,3,81,4.6925,5.6834,4.129,4.6853,4.0823,6.2833,3.4267,4.6843,4.5657
17,4,209,4.6724,4.9968,4.7643,4.8698,4.779,4.0459,4.7708,4.2177,4.9346
17,5,249,4.3239,4.6675,4.0103,4.3129,4.3385,4.2869,4.4479,4.3492,4.1784
17,6,76,4.1484,5.1241,4.3781,4.1636,3.8593,3.6971,3.6291,3.0529,5.2833
17,7,177,4.1357,4.7312,4.5473,3.9748,4.0421,3.4126,4.0144,4.6757,3.6873
17,8,75,3.7603,3.8197,2.7739,3.5974,4.0366,3.8085,4.0299,2.6078,5.4087
17,9,170,3.6855,3.7576,3.0924,4.3485,3.4007,3.5988,3.1443,3.7843,4.3576
17,10,71,3.5495,3.8961,3.6665,3.3521,3.3424,3.3373,3.4336,3.9994,3.3688
17,11,244,3.5103,4.6864,4.0297,3.7718,4.391,2.2362,3.398,1.6886,3.8805
17,12,129,3.4644,3.9582,3.1079,3.5115,3.5221,3.5029,2.8148,3.3301,3.968
17,13,108,3.4577,3.3594,3.478,3.3251,3.4333,3.1639,3.2799,3.4835,4.1384
17,14,103,3.4384,4.4799,2.5333,3.2026,4.7961,3.795,3.7785,0.8135,4.1082
17,15,195,3.339,3.7831,3.4298,3.4438,3.6215,2.9266,3.1135,3.1849,3.2089
17,16,126,3.3259,3.897,2.89,3.7276,2.7477,3.0016,3.254,3.0734,4.0162
17,17,243,3.3153,2.5635,2.3591,2.8116,4.2987,3.8508,3.438,3.1964,4.0043
17,18,127,3.2368,3.5699,3.0555,3.752,3.1586,3.2316,2.7348,2.7654,3.6269
17,19,138,3.233,3.4132,2.685,3.1522,2.918,2.9816,2.8865,2.8797,4.9476
17,20,140,3.2148,3.6129,2.9053,3.4463,3.2054,3.2038,2.7259,3.22,3.399
18,1,83,28.1655,22.2876,26.7963,19.0926,49.085,23.2389,24.2989,57.1273,3.3973
18,2,186,16.5496,10.5982,16.4968,2.8637,26.134,18.8444,11.8816,40.3108,5.2674
18,3,152,13.6052,8.2149,12.1838,4.1843,21.4549,21.2538,8.7045,20.7989,12.0468
18,4,173,8.9088,8.4439,7.9383,7.8294,9.7371,8.5148,9.463,9.8664,9.4776
18,5,199,6.4552,7.721,7.529,7.944,6.7252,6.3692,6.0775,2.6007,6.6748
18,6,129,6.0482,8.669,6.3015,7.4731,7.4065,5.3083,4.9229,1.5218,6.7821
18,7,50,5.8921,4.7587,5.8835,4.9612,6.1496,6.1016,6.4532,6.6045,6.2245
18,8,180,5.5516,5.1837,7.8069,6.5142,5.1823,4.1312,4.1746,4.9684,6.4518
18,9,193,5.224,4.1098,3.3778,2.9923,5.4302,3.8167,7.1429,10.6799,4.242
18,10,157,5.0083,5.921,4.1508,5.2206,4.8241,4.7449,4.5971,4.2303,6.3776
18,11,198,4.6006,4.9559,4.9872,4.7879,5.1727,4.9087,4.642,3.8969,3.454
18,12,194,4.4253,4.7895,3.3015,5.4284,4.4474,4.138,3.7703,4.2522,5.2749
18,13,215,4.3653,4.6344,3.9646,5.2067,4.2581,3.7666,4.2166,4.1718,4.7037
18,14,135,4.2226,4.9054,3.4054,4.8877,4.3365,4.3081,4.0398,3.3596,4.5382
18,15,227,4.1501,5.8278,3.605,5.1269,4.9794,3.6336,3.1465,2.4018,4.4795
18,16,195,4.1314,5.6277,4.5021,5.6302,4.9227,1.6315,4.7843,0.6135,5.3391
18,17,222,4.0154,4.5817,3.1885,4.6814,3.9647,3.863,3.3652,3.819,4.6592
18,18,145,3.9935,4.4739,2.7998,4.8021,3.7823,3.9626,3.4012,4.1483,4.5777
18,19,151,3.9173,3.7919,3.2046,4.64,3.7114,3.8498,3.5619,3.7176,4.8609
18,20,167,3.9033,3.9071,2.5946,4.2463,4.0512,4.2396,3.8001,3.7237,4.6641
19,1,108,9.6416,10.7909,10.7165,12.6232,10.046,5.4453,8.0614,7.3583,12.0911
19,2,236,7.986,8.3526,7.1933,8.226,8.3206,9.1285,7.1071,6.4945,9.0651
19,3,154,7.5764,7.454,7.4773,8.7124,8.2171,8.2261,6.8447,7.0958,6.5835
19,4,203,7.4882,6.5589,5.9146,8.5555,8.7448,8.5614,6.8701,6.2617,8.4387
19,5,224,7.4719,8.711,6.6774,7.3863,9.6785,6.3922,7.0652,7.6382,6.2267
19,6,228,6.6278,7.1318,6.9042,8.7657,6.6732,5.3528,6.7702,6.6523,4.7722
19,7,180,6.1731,5.5173,6.3837,6.7568,7.0032,4.1807,6.2727,7.7197,5.5507
19,8,231,5.8201,7.4604,0.3357,2.6242,10.0002,8.6312,7.1891,0.1237,10.1963
19,9,208,5.4647,6.1291,4.9878,6.1298,6.401,7.6222,5.0523,2.4248,4.9704
19,10,130,5.3597,5.7388,5.3813,5.9961,5.4026,5.34,5.0085,5.2372,4.7727
19,11,59,5.3283,5.3136,5.7832,6.8854,5.0967,5.3378,5.4504,2.8267,5.9322
19,12,220,5.1855,5.3769,5.3532,6.593,5.4227,4.5827,4.4216,4.711,5.0225
19,13,216,5.0969,5.2907,4.8201,5.7125,5.192,4.3132,4.8577,4.8046,5.7842
19,14,8,4.9759,4.8644,5.0141,4.9903,5.1751,5.179,4.2215,5.1081,5.2543
19,15,194,4.9594,5.0962,4.6497,5.6068,5.23,4.9975,4.4424,4.7577,4.895
19,16,229,4.9321,6.4778,4.596,7.5407,4.7474,5.8778,4.6672,1.7056,3.8443
19,17,174,4.659,4.7536,4.7508,5.2775,4.8952,4.5371,3.9389,4.429,4.6901
19,18,150,4.328,4.7496,3.9794,5.0407,4.6112,3.8566,4.5525,3.0329,4.8008
19,19,223,4.2575,4.2701,4.0802,5.1537,3.7319,4.0692,3.7734,4.0967,4.885
19,20,45,4.2493,4.5144,4.5586,4.5831,4.2249,4.2672,3.5555,4.2476,4.043
20,1,86,125.4719,43.0289,235.0376,34.1759,66.253,13.5975,145.3871,427.2429,39.052
20,2,159,15.3574,16.9056,14.9331,14.8032,17.539,16.0205,13.0825,15.969,13.6065
20,3,109,14.4044,16.0704,13.4052,13.6798,15.6437,13.6481,15.3682,11.7693,15.6508
20,4,116,9.1415,10.9597,7.2091,10.7057,9.9104,7.9501,6.9471,11.5438,7.9064
20,5,48,8.2597,8.589,6.9408,8.2336,9.9005,8.9417,7.6614,6.5229,9.2878
20,6,7,7.5285,8.0145,5.5738,7.9638,7.7981,7.819,7.2631,7.292,8.5034
20,7,0,nan,6.5289,4.7177,nan,5.2105,4.1752,nan,5.0632,5.8531
20,8,1,nan,0.9018,2.4886,nan,1.729,1.2418,nan,0.0214,1.3188
20,9,2,nan,1.9489,1.4369,nan,3.2408,4.3443,nan,1.5979,3.4527
20,10,3,nan,1.9401,1.7464,nan,0.5662,0.8471,nan,0.8436,1.4702
20,11,4,nan,6.7102,6.0092,nan,7.1287,5.8846,nan,6.0555,6.3285
20,12,5,nan,3.6909,0.1173,nan,1.1718,1.453,nan,0.2964,4.8838
20,13,249,12.229,10.1057,15.7011,12.698,13.9089,9.4907,15.0163,10.6847,10.2265
20,14,24,12.1292,15.9275,12.6207,13.9861,11.2376,10.3903,12.0532,7.9287,12.8896
20,15,248,9.1128,9.542,8.1099,11.0216,7.9758,9.5503,8.8958,8.6176,9.1895
20,16,177,8.5349,10.1028,1.9657,6.2553,10.2085,11.7294,10.2511,10.9083,6.858
20,17,205,7.4104,8.0063,5.9676,8.3238,7.2664,7.2187,6.0205,7.7638,8.7161
20,18,223,7.2875,8.7941,6.6132,6.8351,6.6648,7.8594,6.8545,6.8775,7.8012
20,19,22,7.2605,7.8492,5.9697,8.3408,7.3063,6.8814,6.8393,7.3029,7.5941
20,20,216,7.2561,6.8362,5.7815,6.356,7.9731,7.3328,6.8909,9.8947,6.984
21,1,177,33.3869,7.4605,20.3667,8.0983,29.0197,10.6959,40.4599,143.3839,7.6103
21,2,58,7.4682,7.8223,6.1439,9.09,8.9102,7.8079,6.3382,7.5385,6.095
21,3,73,7.1185,7.6745,5.5564,9.8213,8.5852,7.0465,5.2437,6.6026,6.4177
21,4,127,7.062,8.7731,6.9343,7.2967,7.5428,4.7426,6.0657,5.9481,9.1932
21,5,71,6.8442,8.6055,6.0913,6.5522,7.6902,5.915,5.9069,5.5283,8.4646
21,6,122,5.6971,6.129,4.5701,7.153,6.5104,5.5169,4.488,6.3349,4.8743
21,7,107,5.3988,7.321,2.6927,6.9918,4.8985,5.8452,3.4071,3.9642,8.07
21,8,117,5.2407,6.6293,3.0205,4.9409,6.3095,5.7057,3.9915,5.4447,5.8838
21,9,119,5.0097,5.0632,4.9062,6.6169,4.3814,5.9777,5.1724,1.5102,6.4498
21,10,125,4.7429,5.5274,4.1458,6.2196,4.8322,4.7529,3.9762,4.1124,4.3768
21,11,126,4.5826,5.1093,3.2863,6.9578,4.1493,4.2184,2.9641,4.6723,5.3036
21,12,97,4.4683,5.0738,2.0824,4.7514,6.5355,5.347,2.5958,4.3961,4.9647
21,13,102,4.3223,4.2314,3.8941,3.9403,3.3748,4.5294,4.0457,5.8382,4.7245
21,14,83,4.2948,5.1776,3.2625,5.5188,4.6716,3.997,3.2444,4.2033,4.2835
21,15,115,4.2763,5.1045,2.9624,5.386,4.4228,4.0683,3.6748,3.7537,4.8383
21,16,89,4.1579,5.8244,2.7339,4.7869,5.6391,4.1329,2.5198,3.3467,4.2791
21,17,99,4.0571,2.9531,2.3145,4.308,5.9364,4.1688,3.7949,3.5179,5.4628
21,18,93,3.8505,3.2014,2.1927,2.7972,4.2664,4.87,4.5046,2.7035,6.2685
21,19,82,3.8152,4.4578,0.7717,4.8436,6.6205,3.8652,2.8384,1.2229,5.9015
21,20,104,3.7421,5.3987,3.2281,4.4234,2.9398,4.2079,3.6375,2.2104,3.8911
22,1,205,122.5607,24.3421,45.651,8.6888,95.9029,355.0912,192.6721,246.8799,11.2572
22,2,76,11.1173,12.2073,9.3529,12.597,12.7344,13.1349,9.1211,11.4001,8.3907
22,3,61,8.7619,9.9633,7.234,10.1357,9.6557,9.9971,8.0829,7.4904,7.5363
22,4,7,1.6758,2.3392,0.4335,1.9476,1.747,2.0775,1.5881,0.1939,3.0792
22,5,0,nan,2.3898,3.2207,nan,2.5504,1.385,nan,2.6444,1.5527
22,6,1,nan,1.5618,1.6576,nan,1.2602,1.2148,nan,0.4115,1.2776
22,7,2,nan,3.9262,0.419,nan,0.3776,2.9745,nan,0.9897,4.5787
22,8,3,nan,3.0937,1.8362,nan,0.8302,0.7782,nan,0.1728,1.7228
22,9,4,nan,3.9561,0.6764,nan,5.1392,6.1684,nan,1.9097,8.9834
22,10,5,nan,1.0396,2.039,nan,0.0525,1.1823,nan,0.0,1.5538
22,11,160,14.3726,8.0038,15.044,16.9896,18.3084,18.9304,16.0481,9.8324,11.8238
22,12,25,9.943,9.0433,11.0034,10.4517,10.1451,7.7511,12.0095,13.1912,5.9487
22,13,243,9.823,10.9181,9.1197,13.0081,10.4624,12.667,8.4313,6.8045,7.1728
22,14,159,9.8067,10.2618,7.1668,9.6437,10.8828,12.9345,9.2593,10.0385,8.2664
22,15,212,9.1741,11.1555,7.5109,10.2971,10.7071,8.8269,6.7643,10.2712,7.86
22,16,17,9.0736,10.6836,7.9898,8.6968,9.6923,10.6025,7.617,9.4034,7.9033
22,17,206,8.7538,9.6187,7.0387,8.8264,8.1155,10.1276,7.5738,8.3227,10.407
22,18,42,8.32,9.15,9.9323,11.6511,10.4201,8.7264,5.2652,5.3017,6.1131
22,19,12,8.1668,9.2635,7.2875,9.8932,9.4274,9.0371,6.8379,7.4737,6.1142
22,20,51,7.8663,8.6687,7.3475,9.0258,9.0731,7.8536,6.8427,7.8949,6.2245
23,1,243,20.229,22.8959,22.8974,20.0669,21.1916,34.302,19.1429,2.7296,18.6059
23,2,62,6.1074,8.6889,4.6539,9.6147,2.6765,6.196,2.2605,3.4514,11.3172
23,3,104,4.3101,4.5352,5.1785,5.5342,2.9366,4.9632,2.7882,4.9629,3.5821
23,4,8,1.3531,2.208,1.4699,1.2748,1.1035,1.6423,1.2399,0.8269,1.0598
23,5,0,nan,1.5694,1.5305,nan,1.0487,1.2404,nan,0.3292,1.2491
23,6,1,nan,1.5607,1.1706,nan,1.272,1.2433,nan,0.75,1.6497
23,7,2,nan,3.0516,2.6261,nan,1.6779,2.8066,nan,2.5516,2.4459
23,8,3,nan,1.2299,0.9028,nan,0.8158,0.4776,nan,0.4289,1.0455
23,9,4,nan,1.2882,0.9482,nan,0.4895,1.0179,nan,0.1975,1.2196
23,10,5,nan,0.7444,1.3327,nan,0.165,0.9288,nan,0.0342,1.3983
23,11,164,9.2054,9.3137,8.2536,11.2139,8.4582,10.9473,9.5592,6.4234,9.4741
23,12,220,8.1192,8.8064,7.4674,8.1629,6.9053,7.1429,11.9478,7.7875,6.7334
23,13,227,5.9643,5.6168,8.3575,5.8804,5.289,5.1866,5.3172,6.4416,5.625
23,14,60,5.7797,5.0656,4.5464,4.2081,6.574,5.4566,8.633,7.3482,4.4052
23,15,51,5.5492,1.8438,1.3555,2.2673,11.6769,11.6671,1.4137,2.9998,11.1692
