text,metric,expert_id,value,freq
upanishads,reap,160,8.342272114828997,35906.0
upanishads,reap,73,8.238059615832798,37548.0
upanishads,reap,51,8.140071744642379,47704.0
upanishads,reap,34,8.098410418033058,15003.0
upanishads,reap,83,7.976531653690059,42441.0
upanishads,reap,66,7.885776834127836,32557.0
upanishads,reap,250,7.869240046413352,47950.0
upanishads,reap,249,7.840216835844839,36504.0
upanishads,reap,233,7.656087186935335,14243.0
upanishads,reap,129,7.640427002617527,19591.0
upanishads,reap,91,7.604848389050271,36505.0
upanishads,reap,207,7.580922413706244,45963.0
upanishads,reap,119,7.242175327654718,36324.0
upanishads,reap,148,7.045726032626488,30714.0
upanishads,reap,111,7.039493632184828,36607.0
upanishads,reap,93,6.847691774484684,25101.0
upanishads,actnorm,14,361.5101770868182,13410.0
upanishads,actnorm,41,62.750024275435614,12729.0
upanishads,actnorm,43,53.17350188399939,30587.0
upanishads,actnorm,118,50.49638026457628,24699.0
upanishads,actnorm,46,45.76534346119612,14664.0
upanishads,actnorm,105,45.418457466728164,18534.0
upanishads,actnorm,79,45.40484255575895,10620.0
upanishads,actnorm,80,43.4730788041517,33526.0
upanishads,actnorm,132,43.20532237013261,28124.0
upanishads,actnorm,66,43.11761943427251,32557.0
upanishads,actnorm,73,42.871006176241096,37548.0
upanishads,actnorm,119,39.44768625550243,36324.0
upanishads,actnorm,34,39.41099409123377,15003.0
upanishads,actnorm,233,38.533273398005335,14243.0
upanishads,actnorm,108,38.37557721356008,16067.0
upanishads,actnorm,253,37.403586185574554,19241.0
upanishads,actnorm,169,37.20979265348347,33745.0
upanishads,actnorm,212,36.754442228622686,20453.0
upanishads,actnorm,148,36.716407377161886,30714.0
upanishads,actnorm,51,36.41990921064566,47704.0
upanishads,actnorm,128,36.41516864122701,23757.0
upanishads,actnorm,129,36.31545890414629,19591.0
upanishads,actnorm,140,36.179239091671725,35652.0
upanishads,actnorm,160,35.99339951421128,35906.0
upanishads,actnorm,249,35.90100681641573,36504.0
upanishads,actnorm,227,35.589019576726386,13172.0
upanishads,actnorm,78,35.02104263772906,31793.0
upanishads,actnorm,85,34.65725857913866,19783.0
upanishads,actnorm,211,33.783731043518706,40242.0
upanishads,actnorm,207,33.527072399270274,45963.0
upanishads,gate,83,2.8295968000000005,42441.0
upanishads,gate,250,2.76675831,47950.0
upanishads,gate,51,2.59624962,47704.0
upanishads,gate,182,2.45073467,36919.0
upanishads,gate,86,1.9869389099999992,39399.0
upanishads,gate,43,1.9195818699999994,30587.0
upanishads,gate,103,1.826797879999999,37028.0
upanishads,gate,237,1.8108940900000006,54259.0
upanishads,gate,211,1.8030962800000006,40242.0
upanishads,gate,7,1.7704845699999991,39992.0
upanishads,gate,140,1.7530395599999988,35652.0
upanishads,gate,91,1.7048899599999994,36505.0
upanishads,gate,26,1.6463148099999996,63520.0
upanishads,gate,62,1.3285487200000001,38585.0
upanishads,gate,112,1.3158665500000004,38422.0
upanishads,gate,130,1.3023718400000002,34854.0
upanishads,gate,169,1.2652265800000002,33745.0
upanishads,gate,207,1.25261376,45963.0
upanishads,gate,160,1.1465524399999998,35906.0
upanishads,gate,111,1.1002735200000007,36607.0
upanishads,gate,9,1.0996578100000003,32117.0
upanishads,gate,32,1.0679439500000003,42729.0
upanishads,gate,249,1.0478105200000003,36504.0
upanishads,gate,172,0.9929270600000004,35138.0
upanishads,gate,48,0.9293314499999998,45008.0
upanishads,gate,210,0.8908012599999998,53083.0
upanishads,gate,204,0.8408279000000005,32620.0
upanishads,gate,132,0.8117685399999998,28124.0
upanishads,gate,56,0.7934665499999995,32921.0
upanishads,gate,67,0.7766191799999997,27993.0
